subject id,list,trial number,word,pic1,pic2,pic1type,pic2type,side clicked,chosenpic,response,trial type,datetesting,time,reaction time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/8/14,11:37,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/8/14,11:37,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/8/14,11:37,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/8/14,11:37,3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,6,fill1,na,na,na,na,na,na,na,filler,7/8/14,11:37,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/8/14,11:38,1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/8/14,11:38,935,,,,,,,,,,,,,sub,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/9/14,13:38,13256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/9/14,13:50,15104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/9/14,13:51,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/9/14,13:51,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/9/14,13:51,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/9/14,13:51,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/9/14,13:51,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,6,fill1,na,na,na,na,na,na,na,filler,7/9/14,13:51,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/9/14,13:53,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/9/14,13:53,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/9/14,13:53,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/9/14,13:53,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,6,fill1,na,na,na,na,na,na,na,filler,7/9/14,13:53,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/9/14,13:53,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
